region,latitude,longitude,rainfall,sst,wind_speed,pressure,data_period
Tamil Nadu,12.5,78.0,0.29266667,,3.4332468509674072,1011.60888671875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,12.5,78.5,0.30893752,,,,{'rainfall': '2025-09'}
Tamil Nadu,12.5,79.0,0.29920834,,3.149500608444214,1012.1218872070312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,12.5,79.5,0.25725,,3.0085549354553223,1012.5359497070312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,12.5,80.0,0.24575001,,3.878716468811035,1012.6947021484375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,13.0,78.0,0.25697222,,3.462467908859253,1011.7106323242188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
Tamil Nadu,13.0,78.5,0.27345833,,,,{'rainfall': '2025-09'}
West Bengal,21.0,87.5,0.55691665,,1.7499510049819946,1014.0552978515625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,21.0,88.0,0.484,,2.156140089035034,1014.0457763671875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,21.0,88.5,0.50145835,,,,{'rainfall': '2025-09'}
West Bengal,21.0,89.0,0.68155557,,2.4138786792755127,1013.8558349609375,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,21.5,87.5,0.57437503,,2.0305397510528564,1014.30712890625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,21.5,88.0,0.5332917,,2.490424156188965,1013.9898681640625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,21.5,88.5,0.46187502,,,,{'rainfall': '2025-09'}
West Bengal,21.5,89.0,0.461875,,2.4632272720336914,1013.8523559570312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,22.0,87.5,0.420625,,2.2481882572174072,1014.3668823242188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,22.0,88.0,0.42483336,27.22825050354004,2.694633960723877,1013.9034423828125,"{'rainfall': '2025-09', 'sst': '2026-03', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,22.0,88.5,0.41220835,,,,{'rainfall': '2025-09'}
West Bengal,22.0,89.0,0.36769447,,2.405222177505493,1013.7245483398438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,22.5,87.0,0.4065417,,1.9794799089431763,1014.2490844726562,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,22.5,87.5,0.37475002,,2.1940500736236572,1014.2965698242188,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,22.5,88.0,0.3832917,,2.5939579010009766,1014.0695190429688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,22.5,88.5,0.37468752,,,,{'rainfall': '2025-09'}
West Bengal,22.5,89.0,0.351125,,2.4627323150634766,1013.7713012695312,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,23.0,87.0,0.35391667,,2.2815825939178467,1014.2091674804688,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,23.0,87.5,0.334625,,2.3786637783050537,1014.2157592773438,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,23.0,88.0,0.31725,,2.548112630844116,1013.9637451171875,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
West Bengal,23.0,88.5,0.31104168,,,,{'rainfall': '2025-09'}
West Bengal,23.0,89.0,0.29530558,,2.446146011352539,1013.765869140625,"{'rainfall': '2025-09', 'wind_speed': '2026-02', 'pressure': '2026-02'}"
